filename	acq_time	operator	randstr
anat/sub-143_ses-3_acq-MPRAGE_T1w.nii.gz	2022-10-18T17:09:05.387500	n/a	c99b701f
func/sub-143_ses-3_task-vwfate_run-01_bold.nii.gz	2022-10-18T17:17:56.805000	n/a	de7fb72f
func/sub-143_ses-3_task-vwfate_run-02_bold.nii.gz	2022-10-18T17:23:35.580000	n/a	5007e41d
func/sub-143_ses-3_task-vwfate_run-03_bold.nii.gz	2022-10-18T17:28:43.385000	n/a	d6416909
func/sub-143_ses-3_task-langLoc_run-01_bold.nii.gz	2022-10-18T17:34:28.270000	n/a	d9cc6e18
func/sub-143_ses-3_task-langLoc_run-02_bold.nii.gz	2022-10-18T17:41:19.127500	n/a	6ac9fcb8
func/sub-143_ses-3_task-langLoc_run-03_bold.nii.gz	2022-10-18T17:47:54.532500	n/a	0d6522a1
fmap/sub-143_ses-3_acq-epi_magnitude1.nii.gz	2022-10-18T17:54:17.025000	n/a	d7746c10
fmap/sub-143_ses-3_acq-epi_magnitude2.nii.gz	2022-10-18T17:54:17.025000	n/a	d7746c10
fmap/sub-143_ses-3_acq-epi_phasediff.nii.gz	2022-10-18T17:54:17.547500	n/a	a5d4e545
